 名称 , 产地 , 供应商 , 抑制率1 , 抑制率2 , 结果 , 年份 
红富士,山西运城,椰枝花,5.13%,3.30%,合格,03-05
香梨,新疆库尔勒,椰枝花,7.69%,1.28%,合格,03-05
蜜梨,四川华蓥,椰枝花,6.04%,0.00%,合格,03-05
贡梨,安徽殇山,椰枝花,2.93%,1.65%,合格,03-05
沃柑,广西武鸣,椰枝花,6.59%,0.18%,合格,03-05
香蕉,海南乐东,椰枝花,3.11%,22.50%,合格,03-05
青枣,山东,椰枝花,22.50%,23.60%,合格,03-05
库尔勒香梨,新疆库尔勒,椰枝花,6.41%,8.24%,合格,03-05
芭蕉,海南乐东,椰枝花,0.00%,1.10%,合格,03-05
猕猴桃,陕西秦岭,椰枝花,0.00%,0.00%,合格,03-05
粑粑柑,四川,椰枝花,0.00%,0.00%,合格,03-05
尖椒,云南通海,银川物流,23.40%,26.20%,合格,03-05
螺丝椒,云南通海,银川物流,0.00%,0.00%,合格,03-05
西芹,云南通海,银川物流,0.00%,0.00%,合格,03-05
白洋葱,甘肃高台,袁氏贸易,0.00%,0.00%,合格,03-05
西兰花,云南陆良,广西泽元,0.00%,0.00%,合格,03-05
蓝莓,山东日照,椰枝花,3.11%,0.00%,合格,03-04
丑苹果,陕西延安,玉玉橙橙,7.69%,4.03%,合格,03-04
无籽红提,四川城都,玉玉橙橙,5.86%,6.59%,合格,03-04
沃柑,广西南宁,玉玉橙橙,1.47%,8.24%,合格,03-04
芋头,广东韶关,自采,4.03%,6.59%,合格,03-04
蒜头,琼山七水洋,进利,0.92%,8.61%,合格,03-04
金针菇,福建漳州,自采,4.95%,1.10%,合格,03-04
杏鲍菇,辽宁大连,自采,6.41%,8.06%,合格,03-04
生菜,云南通海,广东卓粤,1.65%,2.38%,合格,03-04
白玉菇,福建漳州,自采,2.20%,1.47%,合格,03-04
秋葵,海口秀英,自采,4.03%,4.58%,合格,03-04
上海青,云南通海,广东卓粤,3.30%,4.76%,合格,03-04
莲花白,云南通海,广东卓粤,0.00%,0.00%,合格,03-04
西芹,云南通海,广东卓粤,3.85%,4.40%,合格,03-04
韭菜,云南通海,广东卓粤,0.00%,0.00%,合格,03-04
西红柿,云南通海,广东卓粤,3.66%,1.65%,合格,03-04
外地大白菜,云南通海,广东卓粤,1.83%,7.69%,合格,03-04
莴笋,云南通海,广东卓粤,1.28%,0.92%,合格,03-04
白洋葱,甘肃高台,袁氏,0.00%,7.33%,合格,03-04
山药,云南通海,中商,4.21%,2.01%,合格,03-04
蒜头,山东金乡,自采,4.58%,4.40%,合格,03-04
地瓜叶,海口秀英,自采,6.04%,6.59%,合格,03-04
空心菜,海口秀英,自采,6.96%,1.47%,合格,03-04
蒜苗,琼山七水洋,泳旺,5.86%,3.30%,合格,03-04
油麦菜,云南通海,广东卓粤,5.68%,7.51%,合格,03-04
白萝卜,云南通海,广东卓粤,13.00%,7.88%,合格,03-04
茄子,云南通海,广东卓粤,8.24%,4.21%,合格,03-04
尖椒,云南通海,广东卓粤,18.30%,14.80%,合格,03-04
菜心,云南通海,广东卓粤,2.38%,5.86%,合格,03-04
圆椒,云南通海,广东卓粤,6.21%,4.21%,合格,03-04
虫草花,福建漳州,自采,7.46%,1.65%,合格,03-04
平菇,海口秀英,自采,0.92%,4.03%,合格,03-04
西兰花,云南通海,银川物流,8.97%,2.75%,合格,03-04
娃娃菜,云南通海,广东卓粤,4.76%,3.85%,合格,03-04
小葱,云南通海,广东卓粤,9.89%,11.40%,合格,03-04
泡椒,海口大致坡,自采,9.52%,3.48%,合格,03-04
大芥菜,云南通海,禾力,3.11%,3.48%,合格,03-04
蒜苔,云南通海,广东卓粤,5.49%,4.21%,合格,03-04
生姜,琼山七水洋,进利,3.48%,2.01%,合格,03-04
香芋南瓜,海南昌江,东南鸿,3.85%,8.24%,合格,03-04
本地小白菜,琼山七水洋,沧盛达,0.00%,0.00%,合格,03-06
